# RobinPump Green Flock -> tier mapping (GENERATED, do not hand-edit)
#
# Source   : ROBINPUMP/metadata.raw.csv + ROBINPUMP/traits.json
# Generator: scripts/generate-token-tiers.js (Model A)
# Model    : score = sum over 11 traits of 1/(trait value frequency),
#            ranked rarest-first, cut by the 1:3:9:27:81 population ratio
#            implied by the deployed rewardPerDay table.
# Tiers    : 0=Legendary 1=Epic 2=Rare 3=Uncommon 4=Common
# Bands    : Legendary 28, Epic 83, Rare 248, Uncommon 744, Common 2230
#
# Regenerate with: node scripts/generate-token-tiers.js
# Per-token scores and band boundaries: config/token-tiers.report.json
tokenId,tier
2874,3
2875,3
2876,4
2877,4
2878,4
2879,4
2880,4
2881,3
2882,3
2883,3
2884,4
2885,4
2886,3
2887,4
2888,2
2889,2
2890,4
2891,1
2892,4
2893,3
2894,3
2895,1
2896,4
2897,4
2898,3
2899,4
2900,4
2901,4
2902,4
2903,3
2904,4
2905,4
2906,3
2907,4
2908,4
2909,4
2910,2
2911,3
2912,4
2913,4
2914,4
2915,4
2916,4
2917,4
2918,4
2919,4
2920,4
2921,4
2922,2
2923,2
2924,4
2925,4
2926,4
2927,4
2928,4
2929,4
2930,4
2931,2
2932,4
2933,4
2934,3
2935,4
2936,2
2937,3
2938,4
2939,4
2940,3
2941,4
2942,4
2943,3
2944,4
2945,4
2946,3
2947,4
2948,3
2949,3
2950,4
2951,4
2952,3
2953,4
2954,4
2955,3
2956,4
2957,3
2958,4
2959,4
2960,2
2961,4
2962,4
2963,4
2964,4
2965,4
2966,4
2967,4
2968,3
2969,4
2970,3
2971,4
2972,3
2973,4
2974,3
2975,4
2976,4
2977,4
2978,4
2979,3
2980,4
2981,4
2982,4
2983,4
2984,4
2985,2
2986,4
2987,4
2988,1
2989,4
2990,4
2991,4
2992,3
2993,4
2994,4
2995,4
2996,4
2997,0
2998,4
2999,4
3000,4
3001,3
3002,4
3003,4
3004,4
3005,4
3006,3
3007,3
3008,4
3009,4
3010,4
3011,4
3012,4
3013,2
3014,3
3015,4
3016,4
3017,2
3018,3
3019,4
3020,4
3021,2
3022,3
3023,4
3024,2
3025,3
3026,4
3027,0
3028,4
3029,4
3030,4
3031,4
3032,4
3033,4
3034,4
3035,4
3036,3
3037,3
3038,3
3039,4
3040,2
3041,4
3042,3
3043,4
3044,4
3045,0
3046,3
3047,2
3048,4
3049,4
3050,2
3051,3
3052,3
3053,4
3054,4
3055,4
3056,4
3057,4
3058,4
3059,4
3060,4
3061,4
3062,4
3063,4
3064,3
3065,4
3066,4
3067,4
3068,4
3069,4
3070,4
3071,4
3072,4
3073,4
3074,4
3075,3
3076,4
3077,4
3078,4
3079,3
3080,3
3081,4
3082,1
3083,4
3084,4
3085,4
3086,3
3087,4
3088,4
3089,4
3090,4
3091,4
3092,3
3093,2
3094,2
3095,4
3096,3
3097,3
3098,2
3099,4
3100,4
3101,4
3102,3
3103,3
3104,3
3105,3
3106,2
3107,4
3108,4
3109,4
3110,4
3111,3
3112,3
3113,3
3114,2
3115,2
3116,3
3117,4
3118,4
3119,4
3120,4
3121,1
3122,4
3123,4
3124,3
3125,3
3126,3
3127,4
3128,3
3129,4
3130,3
3131,3
3132,4
3133,4
3134,4
3135,4
3136,4
3137,3
3138,4
3139,4
3140,4
3141,4
3142,3
3143,4
3144,4
3145,3
3146,4
3147,3
3148,4
3149,4
3150,4
3151,4
3152,3
3153,4
3154,4
3155,4
3156,4
3157,2
3158,4
3159,4
3160,4
3161,2
3162,4
3163,4
3164,4
3165,4
3166,1
3167,4
3168,4
3169,4
3170,3
3171,4
3172,4
3173,3
3174,4
3175,4
3176,3
3177,4
3178,4
3179,4
3180,2
3181,4
3182,4
3183,4
3184,3
3185,4
3186,1
3187,4
3188,4
3189,3
3190,4
3191,4
3192,3
3193,4
3194,4
3195,4
3196,4
3197,3
3198,4
3199,4
3200,4
3201,3
3202,4
3203,2
3204,4
3205,4
3206,4
3207,4
3208,3
3209,3
3210,4
3211,3
3212,4
3213,3
3214,4
3215,4
3216,4
3217,2
3218,3
3219,3
3220,4
3221,4
3222,4
3223,2
3224,4
3225,3
3226,2
3227,2
3228,2
3229,4
3230,4
3231,3
3232,3
3233,4
3234,4
3235,4
3236,2
3237,4
3238,3
3239,4
3240,2
3241,4
3242,4
3243,4
3244,3
3245,4
3246,4
3247,4
3248,2
3249,4
3250,4
3251,2
3252,4
3253,4
3254,4
3255,3
3256,4
3257,4
3258,3
3259,4
3260,4
3261,4
3262,4
3263,4
3264,3
3265,4
3266,3
3267,4
3268,3
3269,4
3270,4
3271,3
3272,4
3273,4
3274,3
3275,4
3276,2
3277,4
3278,3
3279,3
3280,4
3281,4
3282,4
3283,2
3284,4
3285,4
3286,4
3287,4
3288,3
3289,4
3290,4
3291,4
3292,4
3293,4
3294,3
3295,4
3296,3
3297,3
3298,4
3299,4
3300,4
3301,4
3302,4
3303,4
3304,4
3305,4
3306,3
3307,4
3308,4
3309,4
3310,2
3311,4
3312,4
3313,4
3314,4
3315,4
3316,3
3317,4
3318,4
3319,4
3320,4
3321,4
3322,3
3323,4
3324,4
3325,4
3326,3
3327,4
3328,4
3329,4
3330,4
3331,4
3332,3
3333,3
